"arrest","block","description","district","domestic","latitude","location","location_description","longitude","primary_type"
"false","034XX W 77TH ST","TO LAND",8,"false",41.753369537,"POINT (-87.708962817 41.753369537)","SCHOOL, PUBLIC, BUILDING",-87.708962817,"CRIMINAL TRESPASS"
"false","071XX S MILLARD AVE","TO VEHICLE",8,"false",41.76322579,"POINT (-87.713793599 41.76322579)","STREET",-87.713793599,"CRIMINAL TRESPASS"
"false","023XX W MELROSE ST","FORCIBLE ENTRY",19,"false",41.940383834,"POINT (-87.686338134 41.940383834)","APARTMENT",-87.686338134,"BURGLARY"
"true","021XX N LONG AVE","POSS: CANNABIS 30GMS OR LESS",25,"false",41.919520368,"POINT (-87.760921537 41.919520368)","SCHOOL, PUBLIC, BUILDING",-87.760921537,"NARCOTICS"
"false","003XX W 108TH ST","SIMPLE",5,"false",41.6979571,"POINT (-87.631138505 41.6979571)","SCHOOL, PUBLIC, BUILDING",-87.631138505,"BATTERY"
"false","065XX N OLIPHANT AVE","DECEPTIVE COLLECTION PRACTICES",16,"false",42.000207851,"POINT (-87.818753876 42.000207851)","RESIDENCE",-87.818753876,"DECEPTIVE PRACTICE"
"false","023XX N CENTRAL AVE","TO VEHICLE",25,"false",41.923524584,"POINT (-87.765975051 41.923524584)","STREET",-87.765975051,"CRIMINAL DAMAGE"
"false","009XX N SPRINGFIELD AVE","$500 AND UNDER",11,"false",41.898266917,"POINT (-87.723726189 41.898266917)","STREET",-87.723726189,"THEFT"
"false","053XX W MADISON ST","NON-AGGRAVATED",15,"false",41.880321157,"POINT (-87.75917841 41.880321157)","RESIDENCE",-87.75917841,"CRIM SEXUAL ASSAULT"
"false","039XX W JACKSON BLVD","UNLAWFUL ENTRY",11,"false",41.877107832,"POINT (-87.724063179 41.877107832)","APARTMENT",-87.724063179,"BURGLARY"
"false","089XX S ELIZABETH ST","FROM BUILDING",22,"false",41.731369187,"POINT (-87.654423297 41.731369187)","RESIDENCE",-87.654423297,"THEFT"
"true","013XX W 76TH ST","MANU/DEL:CANNABIS 10GM OR LESS",6,"false",41.755931648,"POINT (-87.657367707 41.755931648)","OTHER",-87.657367707,"NARCOTICS"
"false","051XX N BROADWAY","RETAIL THEFT",20,"false",41.975664719,"POINT (-87.659848302 41.975664719)","GROCERY FOOD STORE",-87.659848302,"THEFT"
"false","038XX W OHIO ST","SIMPLE",11,"false",41.891737186,"POINT (-87.721955573 41.891737186)","SIDEWALK",-87.721955573,"BATTERY"
"true","017XX N SHEFFIELD AVE","RETAIL THEFT",18,"false",41.91244802,"POINT (-87.653165399 41.91244802)","DRUG STORE",-87.653165399,"THEFT"
"true","026XX E 75TH ST","MANU/DEL:CANNABIS 10GM OR LESS",4,"false",41.759059416,"POINT (-87.561025059 41.759059416)","SIDEWALK",-87.561025059,"NARCOTICS"
"false","008XX W 122ND ST","AGGRAVATED:KNIFE/CUTTING INSTR",5,"true",41.672332906,"POINT (-87.643316555 41.672332906)","STREET",-87.643316555,"ASSAULT"
"false","048XX N KEDZIE AVE","AUTOMOBILE",17,"false",41.969093024,"POINT (-87.708497007 41.969093024)","PARKING LOT/GARAGE(NON.RESID.)",-87.708497007,"MOTOR VEHICLE THEFT"
"false","005XX N STATE ST","ANIMAL ABUSE/NEGLECT",18,"false",41.891948167,"POINT (-87.628073894 41.891948167)","RESIDENCE",-87.628073894,"OTHER OFFENSE"
"false","041XX W LAKE ST","SIMPLE",11,"false",41.885638104,"POINT (-87.728954585 41.885638104)","OTHER",-87.728954585,"BATTERY"
"false","006XX N WELLS ST","TO VEHICLE",18,"false",41.892588736,"POINT (-87.63409759 41.892588736)","STREET",-87.63409759,"CRIMINAL DAMAGE"
"false","075XX S EGGLESTON AVE","FROM BUILDING",6,"false",0,"","OTHER",0,"THEFT"
"false","061XX S KENWOOD AVE","$500 AND UNDER",3,"false",41.782830394,"POINT (-87.593115293 41.782830394)","STREET",-87.593115293,"THEFT"
"false","085XX S ASHLAND AVE","FROM BUILDING",6,"false",41.738846482,"POINT (-87.663141884 41.738846482)","CHURCH/SYNAGOGUE/PLACE OF WORSHIP",-87.663141884,"THEFT"
"false","029XX N MC VICKER AVE","SIMPLE",25,"false",41.933780135,"POINT (-87.777269865 41.933780135)","SCHOOL, PUBLIC, BUILDING",-87.777269865,"BATTERY"
"false","047XX S CHAMPLAIN AVE","$500 AND UNDER",2,"false",41.808897305,"POINT (-87.610190667 41.808897305)","RESIDENTIAL YARD (FRONT/BACK)",-87.610190667,"THEFT"
"false","017XX W PRYOR AVE","SIMPLE",22,"false",41.692041778,"POINT (-87.665923635 41.692041778)","SCHOOL, PUBLIC, BUILDING",-87.665923635,"BATTERY"
"false","014XX N ORLEANS ST","$500 AND UNDER",18,"false",41.908251765,"POINT (-87.637537934 41.908251765)","STREET",-87.637537934,"THEFT"
"false","079XX S ASHLAND AVE","RETAIL THEFT",6,"false",0,"","CONVENIENCE STORE",0,"THEFT"
"false","005XX N AVERS AVE","DOMESTIC BATTERY SIMPLE",11,"true",41.89065769,"POINT (-87.722281719 41.89065769)","APARTMENT",-87.722281719,"BATTERY"
"false","009XX E 133RD ST","$500 AND UNDER",5,"false",41.653790327,"POINT (-87.599175942 41.653790327)","SCHOOL, PRIVATE, BUILDING",-87.599175942,"THEFT"
"false","033XX N ELSTON AVE","BOGUS CHECK",17,"false",41.9417623,"POINT (-87.701772867 41.9417623)","COMMERCIAL / BUSINESS OFFICE",-87.701772867,"DECEPTIVE PRACTICE"
"false","054XX W 64TH ST","FORCIBLE ENTRY",8,"false",41.776319204,"POINT (-87.757650634 41.776319204)","RESIDENCE-GARAGE",-87.757650634,"BURGLARY"
"false","048XX W ERIE ST","SIMPLE",15,"false",41.892260249,"POINT (-87.747006374 41.892260249)","SCHOOL, PUBLIC, BUILDING",-87.747006374,"ASSAULT"
"false","048XX W ERIE ST","PRO EMP HANDS NO/MIN INJURY",15,"false",41.892260249,"POINT (-87.747006374 41.892260249)","SCHOOL, PUBLIC, BUILDING",-87.747006374,"ASSAULT"
"false","049XX N MILWAUKEE AVE","OVER $500",16,"false",41.97008868,"POINT (-87.762690091 41.97008868)","CTA TRAIN",-87.762690091,"THEFT"
"false","016XX W 82ND ST","DOMESTIC BATTERY SIMPLE",6,"true",41.744884198,"POINT (-87.664123445 41.744884198)","APARTMENT",-87.664123445,"BATTERY"
"false","012XX N MILWAUKEE AVE","POCKET-PICKING",14,"false",41.90352381,"POINT (-87.66674162 41.90352381)","CTA TRAIN",-87.66674162,"THEFT"
"false","021XX W MONROE ST","TO VEHICLE",12,"false",41.879955866,"POINT (-87.680040875 41.879955866)","SCHOOL, PUBLIC, GROUNDS",-87.680040875,"CRIMINAL DAMAGE"
"false","005XX N FAIRBANKS CT","FORGERY",18,"false",41.892069921,"POINT (-87.620238531 41.892069921)","OTHER",-87.620238531,"DECEPTIVE PRACTICE"
"false","012XX N MILWAUKEE AVE","ILLEGAL USE CASH CARD",14,"false",41.90352381,"POINT (-87.66674162 41.90352381)","CTA TRAIN",-87.66674162,"DECEPTIVE PRACTICE"
"false","011XX S MASON AVE","AGGRAVATED: HANDGUN",15,"false",41.866363206,"POINT (-87.772931225 41.866363206)","APARTMENT",-87.772931225,"ASSAULT"
"false","033XX W LEXINGTON ST","$500 AND UNDER",11,"false",41.871836409,"POINT (-87.709294579 41.871836409)","STREET",-87.709294579,"THEFT"
"false","037XX N LOWELL AVE","TELEPHONE THREAT",17,"false",41.948968637,"POINT (-87.736664602 41.948968637)","RESIDENCE",-87.736664602,"OTHER OFFENSE"
"false","044XX N FRANCISCO AVE","VIOLATE ORDER OF PROTECTION",17,"true",41.962100547,"POINT (-87.700935973 41.962100547)","STREET",-87.700935973,"OTHER OFFENSE"
"false","070XX S TALMAN AVE","AUTOMOBILE",8,"false",41.765923753,"POINT (-87.689395237 41.765923753)","STREET",-87.689395237,"MOTOR VEHICLE THEFT"
"false","081XX S EXCHANGE AVE","SIMPLE",4,"false",41.746994811,"POINT (-87.552803655 41.746994811)","SIDEWALK",-87.552803655,"BATTERY"
"false","100XX S LEAVITT ST","SIMPLE",22,"false",41.711326446,"POINT (-87.676927679 41.711326446)","SCHOOL, PUBLIC, BUILDING",-87.676927679,"BATTERY"
"false","020XX N MILWAUKEE AVE","SIMPLE",14,"false",41.918905172,"POINT (-87.690802653 41.918905172)","COMMERCIAL / BUSINESS OFFICE",-87.690802653,"BATTERY"
"false","036XX N HERMITAGE AVE","UNLAWFUL ENTRY",19,"false",41.947821258,"POINT (-87.672470673 41.947821258)","APARTMENT",-87.672470673,"BURGLARY"
"false","009XX W DIVERSEY PKWY","$500 AND UNDER",19,"false",41.932652973,"POINT (-87.653035302 41.932652973)","STREET",-87.653035302,"THEFT"
"false","035XX S RHODES AVE","CREDIT CARD FRAUD",2,"false",41.829651528,"POINT (-87.614451899 41.829651528)","APARTMENT",-87.614451899,"DECEPTIVE PRACTICE"
"false","024XX W HIRSCH ST","FORCIBLE ENTRY",14,"false",41.906651471,"POINT (-87.688717698 41.906651471)","RESIDENCE",-87.688717698,"BURGLARY"
"false","095XX S JEFFERY AVE","DOMESTIC BATTERY SIMPLE",4,"true",41.722013357,"POINT (-87.575344529 41.722013357)","OTHER",-87.575344529,"BATTERY"
"false","058XX S WINCHESTER AVE","TELEPHONE THREAT",7,"true",41.788155116,"POINT (-87.672928709 41.788155116)","RESIDENCE",-87.672928709,"OTHER OFFENSE"
"false","039XX W ROOSEVELT RD","SIMPLE",11,"false",41.866202441,"POINT (-87.723080029 41.866202441)","ALLEY",-87.723080029,"BATTERY"
"true","033XX W OHIO ST","DOMESTIC BATTERY SIMPLE",11,"true",41.891851273,"POINT (-87.710502796 41.891851273)","APARTMENT",-87.710502796,"BATTERY"
"false","011XX S SACRAMENTO BLVD","TO PROPERTY",11,"true",41.867618773,"POINT (-87.700817999 41.867618773)","APARTMENT",-87.700817999,"CRIMINAL DAMAGE"
"false","015XX N PULASKI RD","SIMPLE",25,"false",41.908868791,"POINT (-87.726483503 41.908868791)","RESIDENCE",-87.726483503,"ASSAULT"
"false","059XX S MARSHFIELD AVE","FROM BUILDING",7,"false",41.786279544,"POINT (-87.665596162 41.786279544)","GOVERNMENT BUILDING/PROPERTY",-87.665596162,"THEFT"
"false","009XX N KINGSBURY ST","AUTOMOBILE",18,"false",41.898680349,"POINT (-87.643985382 41.898680349)","PARKING LOT/GARAGE(NON.RESID.)",-87.643985382,"MOTOR VEHICLE THEFT"
"false","059XX N WINTHROP AVE","AGGRAVATED: OTHER",20,"false",41.989348532,"POINT (-87.658192271 41.989348532)","SCHOOL, PUBLIC, BUILDING",-87.658192271,"CRIM SEXUAL ASSAULT"
"false","030XX S HOMAN AVE","$500 AND UNDER",10,"false",41.838133808,"POINT (-87.709735877 41.838133808)","VEHICLE NON-COMMERCIAL",-87.709735877,"THEFT"
"false","021XX W WASHINGTON BLVD","$500 AND UNDER",12,"false",41.883092523,"POINT (-87.680038301 41.883092523)","STREET",-87.680038301,"THEFT"
"true","001XX W DIVISION ST","$500 AND UNDER",18,"false",41.903892302,"POINT (-87.631858359 41.903892302)","GROCERY FOOD STORE",-87.631858359,"THEFT"
"false","051XX W 55TH ST","THEFT/RECOVERY: AUTOMOBILE",8,"false",41.79290166,"POINT (-87.751396529 41.79290166)","AIRPORT EXTERIOR - NON-SECURE AREA",-87.751396529,"MOTOR VEHICLE THEFT"
"false","051XX W 55TH ST","THEFT/RECOVERY: AUTOMOBILE",8,"false",41.79290166,"POINT (-87.751396529 41.79290166)","AIRPORT EXTERIOR - NON-SECURE AREA",-87.751396529,"MOTOR VEHICLE THEFT"
"true","062XX S FAIRFIELD AVE","DOMESTIC BATTERY SIMPLE",8,"false",41.780500767,"POINT (-87.69221554 41.780500767)","SCHOOL, PRIVATE, GROUNDS",-87.69221554,"BATTERY"
"false","003XX N JEFFERSON ST","OVER $500",12,"false",41.887666267,"POINT (-87.64282944 41.887666267)","STREET",-87.64282944,"THEFT"
"false","044XX W LEXINGTON ST","AUTOMOBILE",11,"true",41.871541549,"POINT (-87.735898224 41.871541549)","STREET",-87.735898224,"MOTOR VEHICLE THEFT"
"false","079XX S MICHIGAN AVE","$500 AND UNDER",6,"false",41.750140461,"POINT (-87.621357109 41.750140461)","RESIDENCE-GARAGE",-87.621357109,"THEFT"
"false","037XX N KEDVALE AVE","FORCIBLE ENTRY",17,"false",41.948421571,"POINT (-87.730699856 41.948421571)","RESIDENCE",-87.730699856,"BURGLARY"
"false","008XX N PULASKI RD","AGGRAVATED",11,"false",41.895845333,"POINT (-87.726096264 41.895845333)","GAS STATION",-87.726096264,"ROBBERY"
"false","077XX S ESSEX AVE","AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST",4,"true",41.754827555,"POINT (-87.563864807 41.754827555)","APARTMENT",-87.563864807,"BATTERY"
"false","063XX S WOOD ST","SIMPLE",7,"true",41.778440025,"POINT (-87.669068807 41.778440025)","STREET",-87.669068807,"ASSAULT"
"false","053XX S CALUMET AVE","DOMESTIC BATTERY SIMPLE",2,"true",41.79772009,"POINT (-87.617676767 41.79772009)","APARTMENT",-87.617676767,"BATTERY"
"false","005XX N LEAMINGTON AVE","FORCIBLE ENTRY",15,"false",41.889980591,"POINT (-87.754196259 41.889980591)","RESIDENCE",-87.754196259,"BURGLARY"
"false","011XX W GEORGE ST","UNLAWFUL ENTRY",19,"false",41.934402383,"POINT (-87.65697858 41.934402383)","APARTMENT",-87.65697858,"BURGLARY"
"false","113XX S AVENUE N","TO VEHICLE",4,"false",41.689584551,"POINT (-87.53890075 41.689584551)","STREET",-87.53890075,"CRIMINAL DAMAGE"
"true","020XX W CHICAGO AVE","RETAIL THEFT",12,"false",41.895898202,"POINT (-87.677814201 41.895898202)","GROCERY FOOD STORE",-87.677814201,"THEFT"
"false","102XX S MORGAN ST","$500 AND UNDER",22,"false",41.70808779,"POINT (-87.647728277 41.70808779)","RESIDENTIAL YARD (FRONT/BACK)",-87.647728277,"THEFT"
"false","030XX N NATCHEZ AVE","TO PROPERTY",25,"false",41.935531624,"POINT (-87.788284159 41.935531624)","RESIDENTIAL YARD (FRONT/BACK)",-87.788284159,"CRIMINAL DAMAGE"
"false","051XX W FULTON ST","AGGRAVATED",15,"false",0,"","SIDEWALK",0,"ROBBERY"
"false","016XX W 82ND ST","AGGRAVATED DOMESTIC BATTERY: HANDGUN",6,"true",41.744884198,"POINT (-87.664123445 41.744884198)","APARTMENT",-87.664123445,"BATTERY"
"false","053XX N LINCOLN AVE","SIMPLE",20,"false",41.978986356,"POINT (-87.692652089 41.978986356)","COIN OPERATED MACHINE",-87.692652089,"BATTERY"
"false","067XX S CALUMET AVE","TO VEHICLE",3,"false",41.771409281,"POINT (-87.617023505 41.771409281)","STREET",-87.617023505,"CRIMINAL DAMAGE"
"false","066XX S SACRAMENTO AVE","SIMPLE",8,"false",41.773118447,"POINT (-87.698114309 41.773118447)","SIDEWALK",-87.698114309,"BATTERY"
"false","0000X S ASHLAND AVE","PURSE-SNATCHING",12,"false",41.880420235,"POINT (-87.666772486 41.880420235)","SIDEWALK",-87.666772486,"THEFT"
"false","080XX S COLFAX AVE","SIMPLE",4,"false",41.749000912,"POINT (-87.561336192 41.749000912)","APARTMENT",-87.561336192,"ASSAULT"
"false","079XX S LANGLEY AVE","$500 AND UNDER",6,"true",41.750265922,"POINT (-87.607635175 41.750265922)","APARTMENT",-87.607635175,"THEFT"
"false","018XX N CLYBOURN AVE","OVER $500",18,"false",41.914434094,"POINT (-87.654430232 41.914434094)","STREET",-87.654430232,"THEFT"
"false","117XX S THROOP ST","FORCIBLE ENTRY",5,"false",41.680441228,"POINT (-87.654171816 41.680441228)","RESIDENCE-GARAGE",-87.654171816,"BURGLARY"
"false","010XX W 68TH ST","DOMESTIC BATTERY SIMPLE",7,"true",41.770575117,"POINT (-87.649926311 41.770575117)","APARTMENT",-87.649926311,"BATTERY"
"false","042XX W 13TH ST","FORCIBLE ENTRY",10,"false",41.864250161,"POINT (-87.731711202 41.864250161)","APARTMENT",-87.731711202,"BURGLARY"
"false","046XX W 59TH ST","SEX OFFENDER: FAIL TO REGISTER",8,"false",41.785519673,"POINT (-87.738567526 41.785519673)","CTA STATION",-87.738567526,"OTHER OFFENSE"
"false","078XX S ABERDEEN ST","DOMESTIC BATTERY SIMPLE",6,"true",41.75156552,"POINT (-87.651341021 41.75156552)","APARTMENT",-87.651341021,"BATTERY"
"false","054XX N SHERIDAN RD","ATTEMPT THEFT",20,"false",41.980639456,"POINT (-87.65510293 41.980639456)","APARTMENT",-87.65510293,"THEFT"
"false","021XX W 75TH PL","UNLAWFUL ENTRY",6,"false",41.756957242,"POINT (-87.676155045 41.756957242)","RESIDENCE",-87.676155045,"BURGLARY"
"false","062XX S VERNON AVE","STRONGARM - NO WEAPON",3,"false",41.781629386,"POINT (-87.614445908 41.781629386)","STREET",-87.614445908,"ROBBERY"
"false","048XX N RAVENSWOOD AVE","OVER $500",20,"false",41.969592763,"POINT (-87.674198291 41.969592763)","CTA TRAIN",-87.674198291,"THEFT"
"false","079XX S INGLESIDE AVE","FALSE/STOLEN/ALTERED TRP",6,"false",41.750476891,"POINT (-87.601523766 41.750476891)","STREET",-87.601523766,"OTHER OFFENSE"
"false","041XX N OAKLEY AVE","HARASSMENT BY ELECTRONIC MEANS",19,"false",0,"","RESIDENCE",0,"OTHER OFFENSE"
"false","051XX W CHICAGO AVE","ARMED: HANDGUN",15,"false",41.894945606,"POINT (-87.754874977 41.894945606)","COMMERCIAL / BUSINESS OFFICE",-87.754874977,"ROBBERY"
"false","033XX W CARROLL AVE","$500 AND UNDER",11,"false",41.887478264,"POINT (-87.709733648 41.887478264)","STREET",-87.709733648,"THEFT"
"false","034XX S INDIANA AVE","THEFT/RECOVERY: AUTOMOBILE",2,"false",41.832318017,"POINT (-87.621793794 41.832318017)","STREET",-87.621793794,"MOTOR VEHICLE THEFT"
"false","025XX W IOWA ST","TO VEHICLE",12,"false",41.897522709,"POINT (-87.690910519 41.897522709)","PARKING LOT/GARAGE(NON.RESID.)",-87.690910519,"CRIMINAL TRESPASS"
"false","010XX W VERNON PARK PL","UNLAWFUL ENTRY",12,"false",41.873019425,"POINT (-87.653734129 41.873019425)","RESTAURANT",-87.653734129,"BURGLARY"
"false","010XX W TAYLOR ST","FORCIBLE ENTRY",12,"false",41.86946565,"POINT (-87.653738729 41.86946565)","RESTAURANT",-87.653738729,"BURGLARY"
"false","042XX S DR MARTIN LUTHER KING JR DR","TELEPHONE THREAT",2,"false",41.817308839,"POINT (-87.616813062 41.817308839)","APARTMENT",-87.616813062,"OTHER OFFENSE"
"false","0000X E 47TH ST","DOMESTIC BATTERY SIMPLE",2,"true",41.809243209,"POINT (-87.625632878 41.809243209)","STREET",-87.625632878,"BATTERY"
"false","029XX E 91ST ST","TO PROPERTY",4,"false",41.730061314,"POINT (-87.552232014 41.730061314)","MEDICAL/DENTAL OFFICE",-87.552232014,"CRIMINAL DAMAGE"
"false","004XX W 23RD PL","FORCIBLE ENTRY",9,"false",41.849970325,"POINT (-87.639032427 41.849970325)","SMALL RETAIL STORE",-87.639032427,"BURGLARY"
"false","063XX S WOOD ST","AGGRAVATED: HANDGUN",7,"true",41.778440025,"POINT (-87.669068807 41.778440025)","RESIDENCE",-87.669068807,"ASSAULT"
"true","064XX N SHERIDAN RD","TO LAND",24,"false",41.999382133,"POINT (-87.660672514 41.999382133)","SCHOOL, PRIVATE, GROUNDS",-87.660672514,"CRIMINAL TRESPASS"
"false","067XX S CLYDE AVE","AGGRAVATED:KNIFE/CUTTING INSTR",3,"true",41.772853853,"POINT (-87.574031385 41.772853853)","APARTMENT",-87.574031385,"ASSAULT"
"true","078XX S WOOD ST","$500 AND UNDER",6,"false",41.751472973,"POINT (-87.668324446 41.751472973)","STREET",-87.668324446,"THEFT"
"false","028XX N DAMEN AVE","$500 AND UNDER",19,"false",0,"","RESIDENTIAL YARD (FRONT/BACK)",0,"THEFT"
"false","043XX W GRACE ST","$500 AND UNDER",17,"false",41.949904359,"POINT (-87.737710916 41.949904359)","STREET",-87.737710916,"THEFT"
"false","040XX S WENTWORTH AVE","TELEPHONE THREAT",9,"false",41.820872616,"POINT (-87.631312393 41.820872616)","OTHER",-87.631312393,"OTHER OFFENSE"
"false","098XX S MARYLAND AVE","AUTOMOBILE",5,"false",41.716377684,"POINT (-87.603068161 41.716377684)","STREET",-87.603068161,"MOTOR VEHICLE THEFT"
"false","005XX N SPRINGFIELD AVE","ARMED: HANDGUN",11,"false",41.890587337,"POINT (-87.723501724 41.890587337)","STREET",-87.723501724,"ROBBERY"
"false","048XX W MADISON ST","TO LAND",15,"false",41.880487595,"POINT (-87.745964635 41.880487595)","GAS STATION",-87.745964635,"CRIMINAL TRESPASS"
"false","079XX S MUSKEGON AVE","BY FIRE",4,"false",41.750941599,"POINT (-87.555302816 41.750941599)","APARTMENT",-87.555302816,"ARSON"
"false","006XX S WELLS ST","THEFT OF LABOR/SERVICES",1,"false",41.874128055,"POINT (-87.633619572 41.874128055)","STREET",-87.633619572,"DECEPTIVE PRACTICE"
"false","010XX W 14TH ST","DOMESTIC BATTERY SIMPLE",12,"true",41.863471311,"POINT (-87.65173536 41.863471311)","RESIDENCE",-87.65173536,"BATTERY"
"true","018XX E 95TH ST","DOMESTIC BATTERY SIMPLE",4,"true",41.722427751,"POINT (-87.578680397 41.722427751)","GAS STATION",-87.578680397,"BATTERY"
"false","033XX N BROADWAY","SIMPLE",19,"false",41.942618349,"POINT (-87.644479002 41.942618349)","STREET",-87.644479002,"BATTERY"
"false","072XX N WESTERN AVE","AGGRAVATED: HANDGUN",24,"false",42.013201177,"POINT (-87.690240808 42.013201177)","ALLEY",-87.690240808,"ASSAULT"
"false","028XX N LAKEWOOD AVE","$500 AND UNDER",19,"false",41.932988888,"POINT (-87.661146402 41.932988888)","STREET",-87.661146402,"THEFT"
"false","030XX W ADDISON ST","$500 AND UNDER",17,"false",41.946655022,"POINT (-87.703231701 41.946655022)","OTHER",-87.703231701,"THEFT"
"true","0000X N FRANCISCO AVE","POSS: CRACK",12,"false",41.882420994,"POINT (-87.698780835 41.882420994)","STREET",-87.698780835,"NARCOTICS"
"true","035XX W 83RD PL","DOMESTIC BATTERY SIMPLE",8,"true",41.741445537,"POINT (-87.710485388 41.741445537)","APARTMENT",-87.710485388,"BATTERY"
"false","004XX W 100TH PL","FROM BUILDING",22,"false",41.71158933,"POINT (-87.634480502 41.71158933)","RESIDENCE PORCH/HALLWAY",-87.634480502,"THEFT"
"false","034XX S CALIFORNIA AVE","DELIVERY CONTAINER THEFT",9,"false",41.830812527,"POINT (-87.694828962 41.830812527)","PARKING LOT/GARAGE(NON.RESID.)",-87.694828962,"THEFT"
"false","118XX S JUSTINE ST","AGGRAVATED: HANDGUN",5,"false",41.678533716,"POINT (-87.660202589 41.678533716)","STREET",-87.660202589,"BATTERY"
"false","015XX W THOMAS ST","TO RESIDENCE",12,"false",41.901555527,"POINT (-87.665682137 41.901555527)","RESIDENCE",-87.665682137,"CRIMINAL TRESPASS"
"false","023XX E 70TH ST","$500 AND UNDER",3,"false",41.768069819,"POINT (-87.567306284 41.768069819)","STREET",-87.567306284,"THEFT"
"false","106XX S AVENUE E","TRUCK, BUS, MOTOR HOME",4,"false",41.701822931,"POINT (-87.529243792 41.701822931)","STREET",-87.529243792,"MOTOR VEHICLE THEFT"
"true","013XX N KILDARE AVE","SIMPLE",25,"false",41.90553162,"POINT (-87.733763027 41.90553162)","RESIDENCE",-87.733763027,"BATTERY"
"false","078XX S YATES BLVD","DOMESTIC BATTERY SIMPLE",4,"true",41.752719419,"POINT (-87.566250124 41.752719419)","APARTMENT",-87.566250124,"BATTERY"
"true","028XX W 59TH ST","UNLAWFUL POSS OF HANDGUN",8,"false",41.786395217,"POINT (-87.69413319 41.786395217)","STREET",-87.69413319,"WEAPONS VIOLATION"
"true","002XX W ONTARIO ST","AGGRAVATED: HANDGUN",18,"false",41.89318177,"POINT (-87.6345943 41.89318177)","ALLEY",-87.6345943,"ASSAULT"
"true","035XX W ADAMS ST","DOMESTIC BATTERY SIMPLE",11,"true",41.87828506,"POINT (-87.714302862 41.87828506)","APPLIANCE STORE",-87.714302862,"BATTERY"
"true","043XX W CERMAK RD","SIMPLE",10,"false",41.851434255,"POINT (-87.732194685 41.851434255)","BAR OR TAVERN",-87.732194685,"BATTERY"
"false","051XX S INDIANA AVE","DOMESTIC BATTERY SIMPLE",2,"true",41.80131661,"POINT (-87.621010927 41.80131661)","RESIDENCE",-87.621010927,"BATTERY"
"true","059XX S TROY ST","SIMPLE",8,"false",41.785717601,"POINT (-87.702114997 41.785717601)","ALLEY",-87.702114997,"BATTERY"
"false","032XX W WARNER AVE","$500 AND UNDER",17,"false",41.95663299,"POINT (-87.70926212 41.95663299)","STREET",-87.70926212,"THEFT"
"false","012XX W PRATT BLVD","OVER $500",24,"false",42.00552183,"POINT (-87.662241448 42.00552183)","GOVERNMENT BUILDING/PROPERTY",-87.662241448,"THEFT"
"false","026XX N TROY ST","NON-AGGRAVATED",14,"false",41.929280725,"POINT (-87.70612215 41.929280725)","APARTMENT",-87.70612215,"CRIM SEXUAL ASSAULT"
"false","032XX W WARNER AVE","$500 AND UNDER",17,"false",41.95663299,"POINT (-87.70926212 41.95663299)","STREET",-87.70926212,"THEFT"
"false","031XX W WARREN BLVD","$500 AND UNDER",12,"false",41.88190883,"POINT (-87.704452102 41.88190883)","STREET",-87.704452102,"THEFT"
"false","078XX S LOOMIS BLVD","AGGRAVATED:KNIFE/CUTTING INSTR",6,"false",41.75177318,"POINT (-87.658624376 41.75177318)","SIDEWALK",-87.658624376,"BATTERY"
"false","038XX W DIVISION ST","SIMPLE",25,"false",41.902696084,"POINT (-87.723202846 41.902696084)","STREET",-87.723202846,"ASSAULT"
"true","0000X E 63RD ST","UNLAWFUL POSS OF HANDGUN",3,"false",41.780021048,"POINT (-87.622797532 41.780021048)","CAR WASH",-87.622797532,"WEAPONS VIOLATION"
"false","071XX S CORNELL AVE","TO PROPERTY",3,"true",41.765072771,"POINT (-87.584749467 41.765072771)","APARTMENT",-87.584749467,"CRIMINAL DAMAGE"
"false","078XX S CHRISTIANA AVE","AUTOMOBILE",8,"false",41.750842779,"POINT (-87.706077518 41.750842779)","STREET",-87.706077518,"MOTOR VEHICLE THEFT"
"false","109XX S EBERHART AVE","DOMESTIC BATTERY SIMPLE",5,"true",41.695763208,"POINT (-87.611023676 41.695763208)","RESIDENCE",-87.611023676,"BATTERY"
"false","013XX W ARGYLE ST","UNLAWFUL ENTRY",20,"false",0,"","RESIDENCE",0,"BURGLARY"
"false","108XX S VINCENNES AVE","TO RESIDENCE",22,"false",41.696252512,"POINT (-87.660435286 41.696252512)","RESIDENCE",-87.660435286,"CRIMINAL TRESPASS"
"true","037XX S PRINCETON AVE","TO LAND",9,"false",41.82703524,"POINT (-87.633846428 41.82703524)","CHA PARKING LOT/GROUNDS",-87.633846428,"CRIMINAL TRESPASS"
"true","062XX N CENTRAL AVE","VEHICLE TITLE/REG OFFENSE",16,"false",41.995303319,"POINT (-87.764532336 41.995303319)","STREET",-87.764532336,"OTHER OFFENSE"
"true","004XX W 76TH ST","POSS: CRACK",6,"false",41.75622952,"POINT (-87.636034176 41.75622952)","STREET",-87.636034176,"NARCOTICS"
"false","107XX S EWING AVE","$500 AND UNDER",4,"false",41.699927519,"POINT (-87.535280094 41.699927519)","SMALL RETAIL STORE",-87.535280094,"THEFT"
"true","115XX S YALE AVE","AGGRAVATED:KNIFE/CUTTING INSTR",5,"true",41.684364195,"POINT (-87.628859121 41.684364195)","RESIDENCE",-87.628859121,"ASSAULT"
